rid,city,candidate,gender,party,votes,total,won,year,position
BARMM,TAWI-TAWI,"SALI, YSHMAEL ISMAIL",1,TOP,"106,225","182,010",1,2022,Governor
BARMM,TAWI-TAWI,"SAHALI, SADIKUL ADALLA",1,PDPLBN,"74,878","182,010",0,2022,Governor
BARMM,TAWI-TAWI,"TAN, KENNEDY DALIMOCON",1,IND,580,"182,010",0,2022,Governor
BARMM,TAWI-TAWI,"GARINGAN, ISMAEL SERGIO",1,IND,327,"182,010",0,2022,Governor
BARMM,TAWI-TAWI,"IBNOHAJIL, PUTLI ZENAIDA JAMASALI JAMASALI",0,PDPLBN,0,"182,010",0,2022,Governor
BARMM,TAWI-TAWI,"SALI, AY-SYED ABDULLA",,TOP,"105,594","107,759",1,2022,Vice-Governor
BARMM,TAWI-TAWI,"AKIP, ARNOLD YUSOP",,IND,"2,165","107,759",0,2022,Vice-Governor
BARMM,TAWI-TAWI,"ABUBAKAR, HJI ANUAR JOE",,PDPLBN,0,"107,759",0,2022,Vice-Governor
BARMM,TAWI-TAWI,"SAMSUYA, RENIL MADJILON",1,TOP,"56,511","281,184",1,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"TIDAL, MOHAMMAD YUSOF AMBUTONG",1,TOP,"55,169","281,184",1,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"AHAMAD, ALLAN ALIAKBAR",1,TOP,"48,494","281,184",1,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"ABDURAHIM, SABUDDIN NAPII",1,TOP,"46,553","281,184",1,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"SALI, JULFICAR LADJAHALI",1,IND,"17,726","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"PUHAGAN, EDGAR MOHAMMAD",1,PDPLBN,"14,014","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"PAMIKILAN, SABIRIN BUTTUH",1,IND,"12,731","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"AMIRULAHADI, NUHAILA SARIFULAHMAD",0,PDPLBN,"10,409","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"SAMPANG, LAUREL JUAINI",0,IND,"6,483","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"BAHAUDDIN, AYUB LAJARATO",1,IND,"5,655","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"SALLIM, MOHAMMADHUSSIN",1,IND,"4,859","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"TAHIR, ASMADUL SABDANI",1,IND,"2,580","281,184",0,2022,"1st District, Provincial Council Member"
BARMM,TAWI-TAWI,"ASRI, SUKARNO UTUNAINTOP",1,TOP,"40,372","258,644",1,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"MASDAL, MELHAN JUNAIDNUP",1,NUP,"38,699","258,644",1,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"ISHMAEL, ABDULJAMIL SULAYMANTOP",1,TOP,"34,713","258,644",1,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"BAWASANTA, MAHMUD ABUBAKARTOP",1,TOP,"34,327","258,644",1,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"HABE, NASSER MUHAJIL",1,PDPLBN,"27,274","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"MATOLO, SHAMEERA SULAYMAN",0,IND,"24,525","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"LIPAE, ALGARAO OWAH",1,PDPLBN,"20,936","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"SHALIM, SHADIR ASAMAD",1,PDPLBN,"17,721","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"MANGONA, DHES ANTANANI",0,IND,"13,924","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"MATOLO, DELWIN ILAHAN",1,IND,"3,845","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"CAMLIAN, MORENO SAMMAMIL",1,IND,"1,519","258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"NAWALI, ALRAFIE AGAKIL",1,IND,532,"258,644",0,2022,"2nd District, Provincial Council Member"
BARMM,TAWI-TAWI,"TANGKIAN, INSUAN BOANGSIH",1,IND,257,"258,644",0,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"VALERA, DOMINIC BOSUEGO",1,ASENSO,"74,337","145,467",1,2022,Governor
CAR,ABRA,"BERSAMIN, EUSTAQUIO PURUGGANAM",1,PDR,"63,537","145,467",0,2022,Governor
CAR,ABRA,"IFURUNG, DERDREI ROCE LUNA",1,AKSYON,"6,210","145,467",0,2022,Governor
CAR,ABRA,"CARIÑO, XANDRO ALEXANDER DUQUE",1,IND,"1,383","145,467",0,2022,Governor
CAR,ABRA,"BERNOS, MARIA JOCELYN VALERA",0,ASENSO,"102,353","143,309",1,2022,Vice-Governor
CAR,ABRA,"BERSAMIN, ROSARIO AFABLE",1,PDR,"34,172","143,309",0,2022,Vice-Governor
CAR,ABRA,"LUNA, ROGER BAYLE",1,AKSYON,"6,784","143,309",0,2022,Vice-Governor
CAR,ABRA,"BAROÑA, VICTORINO JR. BERRAS",1,ASENSO,"42,955","180,902",1,2022,"1st District, Provincial Council Member"
CAR,ABRA,"GAYAO, HENRIETTA PUYAO",0,ASENSO,"39,464","180,902",1,2022,"1st District, Provincial Council Member"
CAR,ABRA,"DE   LA PAZ, RODOLFO SOMERA",1,ASENSO,"38,613","180,902",1,2022,"1st District, Provincial Council Member"
CAR,ABRA,"DIAZ, AMADOR BALDOS",1,ASENSO,"38,376","180,902",1,2022,"1st District, Provincial Council Member"
CAR,ABRA,"PUGLAY, DAVID GUALBERTO",1,ASENSO,"16,335","180,902",0,2022,"1st District, Provincial Council Member"
CAR,ABRA,"AQUINO, CARLOS BAUTISTA",1,AKSYON,"5,159","180,902",0,2022,"1st District, Provincial Council Member"
CAR,ABRA,"BRAGAS, RUSSELL ACNAM",1,ASENSO,"65,547","235,092",1,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"SEARES, ALLAN PERALTA",1,ASENSO,"52,826","235,092",1,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"JENKINS, MARIA ELENA ALCARTADO",0,ASENSO,"48,803","235,092",1,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"ABAYA, PATROCINIO JR. BERSAMIN",1,ASENSO,"46,596","235,092",1,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"LUNA, JOY CHRISMA BARO",0,AKSYON,"14,009","235,092",0,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"GALINADA, FREMELINDA BARBIETO",0,AKSYON,"3,776","235,092",0,2022,"2nd District, Provincial Council Member"
CAR,ABRA,"JOSON, BERNADINE SIBAYAN",0,AKSYON,"3,535","235,092",0,2022,"2nd District, Provincial Council Member"
CAR,APAYAO,"BULUT, ELIAS JR CAYABA",1,NPC,"49,851","49,851",1,2022,Governor
CAR,APAYAO,"ALBANO, REMY NEGRE",0,KBL,"28,279","55,944",1,2022,Vice-Governor
CAR,APAYAO,"BALLESTEROS, MAILAH HAYLEE LORENZO",0,IND,"27,665","55,944",0,2022,Vice-Governor
CAR,APAYAO,"BULUT, KYLE MARIAH CHELSEA SIPSIP",0,IND,"18,013","79,727",1,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"BETAT, ALISON TINACBA",0,NPC,"16,757","79,727",1,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"TALATTAG, VINCENT SEREVILLA",1,NPC,"14,451","79,727",1,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"LABUENG, ROSARIO JR BUNOT",1,IND,"12,209","79,727",1,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"REAL, SAMUELA AGNAS",0,NPC,"11,776","79,727",0,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"HIMMA, SEBASTIAN EYAM",1,IND,"6,521","79,727",0,2022,"1st District, Provincial Council Member"
CAR,APAYAO,"MOLINA, ELMER RAMIL",1,PDPLBN,"18,779","81,543",1,2022,"2nd District, Provincial Council Member"
CAR,APAYAO,"GALLEON, EMILIANO ASPILI",1,PDPLBN,"17,916","81,543",1,2022,"2nd District, Provincial Council Member"
CAR,APAYAO,"JULIAN, MCLEEN BALANAY",1,PDPLBN,"15,725","81,543",1,2022,"2nd District, Provincial Council Member"
CAR,APAYAO,"CANONIZADO, ELMER PASCUA",1,IND,"15,204","81,543",1,2022,"2nd District, Provincial Council Member"
CAR,APAYAO,"AGUILAR, NENITA PULPULAAN",0,NPC,"13,919","81,543",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"DICLAS, MELCHOR DAGUINES",1,PDPLBN,"112,345","194,986",1,2022,Governor
CAR,BENGUET,"NAMORO, ROBERT MARCOS",1,PFP,"64,187","194,986",0,2022,Governor
CAR,BENGUET,"MARAVE, JERRY APSE",1,KBL,"15,352","194,986",0,2022,Governor
CAR,BENGUET,"GARINGAN, ISMAEL SERGIO",1,IND,"2,274","194,986",0,2022,Governor
CAR,BENGUET,"TADINA, ALEXANDER VAL-E",1,KTPNAN,828,"194,986",0,2022,Governor
CAR,BENGUET,"FELIPE, ERICSON LAWAGEY",1,IND,"101,276","193,154",1,2022,Vice-Governor
CAR,BENGUET,"WAGUIS, JOHNNY DIWAS",1,UBP,"68,681","193,154",0,2022,Vice-Governor
CAR,BENGUET,"BOTIWEY, JIM GALIPEN",1,IND,"23,197","193,154",0,2022,Vice-Governor
CAR,BENGUET,"AMUASEN, JOHANNES ABUBO",1,UBP,"29,938","111,504",1,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"FIANZA, ALEXANDER TEKSHAP",1,UBP,"28,992","111,504",1,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"BENTREZ, FLORENCIO VENTURA",1,UBP,"28,821","111,504",1,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"NAZARRO, JUAN JR. MOLINTAS",1,PDPLBN,"23,753","111,504",1,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"GALUTAN, JOHNNY GALLEO",1,IND,"22,995","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"MOLINTAS-LIKIGAN, LADY CHARMAINE SUANDING",0,NPC,"20,443","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"GALASGAS, COME JR. ANGEL",1,IND,"18,677","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"LAWANA, LEONARDO LEE",1,UBP,"16,095","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"MILO, ARNULFO DE LA RAGA",1,KBL,"15,402","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"SAGUID, NOEL DANGA",1,PPM,"9,684","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"BUNGSAL, ALEGRE BANIWAS",1,KBL,"7,239","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"BALOG, MIRANDA QUINIO",0,IND,"1,430","111,965",0,2022,"1st District, Provincial Council Member"
CAR,BENGUET,"KEPES, MARIE ROSE FONGWAN",0,UBP,"61,195","358,961",1,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"BALAODAN, FERNANDO SR. MARIANO",1,UBP,"42,218","358,961",1,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"CANUTO, ROBERTO KALAW",1,UBP,"41,680","358,961",1,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"PAOAD, RUBEN EQUE",1,IND,"38,392","358,961",1,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"TINGBAOEN, JOEL JR. BELINO",1,PDPLBN,"36,745","358,961",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"CAMSOL, NEPTALI BACUSO",1,UBP,"36,415","358,961",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"CASTAÑEDA, ALEXANDER CARIÑO",1,PDPLBN,"35,572","358,961",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"ATAYOC, SUSAN SALEY",0,UBP,"33,383","358,961",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"KILAAN, RICHARD BALTAZAR",1,PDR,"33,361","358,961",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"CERVANTES, JOEL MAGCIANO",1,PFP,"29,859","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"CAYAT, NARDO BESTRE",1,UBP,"26,098","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"SHONTOGAN, ARTHUR MARCOS",1,RP,"19,238","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"COPAS, SARIO MESA",1,PDR,"14,829","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"ABEN, SILVESTRE KEITH",1,PROMDI,"12,175","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"TABDI, RENY TUMBAGA",0,PPM,"11,195","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"LUDAES, MARIO SELVINO",1,PROMDI,"9,758","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"SALVACIO, ROSENDO BATCAGAN",1,KBL,"9,437","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"ABUAN, MARIO KAMIWET",1,PROMDI,"8,607","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"LAWANA, MANUEL YOBOS",1,IND,"7,941","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"SORIANO, DARWIN SAB-IT",1,IND,"7,085","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"KUAN, LEE ANTHONY ABASTILLA",1,IND,"6,807","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"PELITAN, JULIAN JR. GUALDO",0,PPM,"6,415","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"KITANO, RENALDO MATSO",1,IND,"5,097","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,BENGUET,"MALUCAY, CLIFFORD MANUNGYAO",1,IND,"4,877","179,418",0,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"DALIPOG, JERRY UYAMI",1,KBL,"80,127","100,286",1,2022,Governor
CAR,IFUGAO,"TINDUNGAN, JULIO ANGGODON",1,AKSYON,"17,112","100,286",0,2022,Governor
CAR,IFUGAO,"TUNDAGUI, THOMAS JR. TIMMOOG",1,IND,"3,047","100,286",0,2022,Governor
CAR,IFUGAO,"PRUDENCIANO, GLENN DOCLOSEN",1,LP,"54,728","103,065",1,2022,Vice-Governor
CAR,IFUGAO,"MAYAM-O, PEDRO GUHMI",1,PDPLBN,"48,337","103,065",0,2022,Vice-Governor
CAR,IFUGAO,"BINLANG, ALBERTO JR. DUMALNOG",1,IND,"35,931","202,857",1,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"CABBIGAT, CEASARIO DOMINONG",1,KBL,"33,683","202,857",1,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"GULLITIW, JOSE TIMMACDOG",1,IND,"31,674","202,857",1,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"GUYGUYON, JOSELITO GANO",1,LP,"31,516","202,857",1,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"HABBILING, DULNUAN DULNUAN",1,IND,"30,336","202,857",0,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"CALYA-EN, AGUSTIN CAYAT",1,KBL,"29,740","202,857",0,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"DOMINONG, GODFREY DAWIN",1,KBL,"9,977","202,857",0,2022,"1st District, Provincial Council Member"
CAR,IFUGAO,"ADDUG, ORLANDO HUMIN",1,IND,"23,242","150,381",1,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"BUNNAG, PETER BUWO",1,IND,"22,719","150,381",1,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"DULNUAN, PERFECTA DALUYON",0,IND,"20,672","150,381",1,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"ODAN, JOSEPH JUGUIAD",1,LP,"20,015","150,381",1,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"ATLUNA, SAMSON TANGGANA",1,IND,"18,960","150,381",0,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"DULNUAN, JAMES FREDERICK FACULLO",1,AKSYON,"18,010","150,381",0,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"RAMOS, GREG CAYOG",1,IND,"14,710","150,381",0,2022,"2nd District, Provincial Council Member"
CAR,IFUGAO,"CUTIYOG, ALLAN PAHITTE",1,IND,"12,053","150,381",0,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"EDDUBA, JAMES SAGMAYAO",1,LAKAS,"60,070","128,988",1,2022,Governor
CAR,KALINGA,"TUBBAN, FERDINAND BAAC",1,PDPLBN,"56,019","128,988",0,2022,Governor
CAR,KALINGA,"DIEZA, CONRADO JR. TAPPUL",1,PFP,"12,899","128,988",0,2022,Governor
CAR,KALINGA,"BAAC, JOCEL COLLADO",1,AKSYON,"68,616","123,521",1,2022,Vice-Governor
CAR,KALINGA,"ODIEM, DAVE QUINONES",1,NP,"54,905","123,521",0,2022,Vice-Governor
CAR,KALINGA,"DUGUIANG, JAYHARLEY BUSAL",1,AKSYON,"35,621","166,132",1,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"SAGA-OC, ROGER PUTTIYAO",1,PDPLBN,"31,179","166,132",1,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"DASAYON-ALUNDAY, SHIRLYNNE BALAGSO",0,NP,"28,292","166,132",1,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"LANGKIT, DANZEL MICHAEL DASAYON",1,PDR,"24,982","166,132",1,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"ACUAT, AVERILLE ALUNDAY",0,NP,"23,941","166,132",0,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"TAYA-AN, SAMUEL WAGGAWAG",1,KBL,"18,384","166,132",0,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"POBLETE, RAUL VILORIA",1,KBL,"3,733","166,132",0,2022,"1st District, Provincial Council Member"
CAR,KALINGA,"DIASEN, MARK ALDRICH REYES",1,PDPLBN,"44,204","267,621",1,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"AMLA, JULIUS BALITNANG",1,NP,"41,965","267,621",1,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"TARNATE, LESTER LEE OSBUCAN",1,PDPLBN,"40,880","267,621",1,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"BAKILAN, ANTONIO ALMEDA",1,PDPLBN,"38,696","267,621",1,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"PANGSIW, FREDERICK UMANGIL",1,KBL,"37,248","267,621",0,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"SAROL, EDUARDO VELASCO",1,LAKAS,"34,681","267,621",0,2022,"2nd District, Provincial Council Member"
CAR,KALINGA,"DONAAL, CHRISTOPHER DALOG",1,LP,"29,947","267,621",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"LACWASAN, BONIFACIO JR. CALDE",1,PDPLBN,"76,104","85,225",1,2022,Governor
CAR,MOUNTAIN PROVINCE,"PADAY-OS, ALBERT GUSLAB",1,IND,"9,121","85,225",0,2022,Governor
CAR,MOUNTAIN PROVINCE,"TAULI, FRANCIS OMAWENG",1,PDPLBN,"45,143","88,033",1,2022,Vice-Governor
CAR,MOUNTAIN PROVINCE,"AKILIT, ABRAHAM BUCLAY",1,NP,"40,401","88,033",0,2022,Vice-Governor
CAR,MOUNTAIN PROVINCE,"CLAVER, ALEXANDRE CAWED",1,AKSYON,"2,489","88,033",0,2022,Vice-Governor
CAR,MOUNTAIN PROVINCE,"GOMEZ, EZRA ALIPIT",0,LDP,"19,066","145,565",1,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"FRONDA, JOSHUA BAYDON",1,PDPLBN,"18,931","145,565",1,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"ONSAT, FEDERICO EDDUBA",1,PDPLBN,"18,275","145,565",1,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"TAMANG, CARIÑO SAGGID",0,NP,"18,233","145,565",1,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"BARILLO, JANICE LIBAN",0,PDPLBN,"16,258","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"MIRANDA, CONSTANCIO AO-AS",1,NP,"15,173","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"LAPON, RAUL MANODCHOM",1,RP,"14,884","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"FANAO, MATHEW CON-OT",1,RP,"10,927","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"CUPASAN, PIO SINGILAN",1,IND,"9,273","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"CHACAPNA, CLETO LAPPAO",1,IND,"4,545","145,565",0,2022,"1st District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"BANTOG, JOHNSON II DEKDEKEN",1,IND,"24,876","158,083",1,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"MASIDONG, RICARDO JR. MOISES",1,NP,"21,322","158,083",1,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"BASTIAN, HENRY JR DAPOSAN",1,PDPLBN,"19,159","158,083",1,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"DANGLOSE, DONATO LUIS",1,PDPLBN,"17,407","158,083",1,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"SAONG, JAYNE DENNEN",0,IND,"16,562","158,083",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"DALANG, SALVADOR KITELE",1,PDPLBN,"16,381","158,083",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"PAGEDPED, ROMEO MANGAWILI",1,NP,"15,925","158,083",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"BUGNOSEN, AGOSTO WALLANG",1,IND,"13,273","158,083",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"BEGNAEN, FERNANDO JR. ANGID",1,IND,"7,325","158,083",0,2022,"2nd District, Provincial Council Member"
CAR,MOUNTAIN PROVINCE,"LAYOG, JEFF DUSTIN SOLIO",1,NP,"5,853","158,083",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"MANOTOC, MATTHEW MARCOS",1,NP,"261,885","356,257",1,2022,Governor
Ilocos Region,ILOCOS NORTE,"FARINAS, RODOLFO CASTRO",1,PDR,"94,372","356,257",0,2022,Governor
Ilocos Region,ILOCOS NORTE,"MARCOS, CECILIA ARANETA",0,NP,"267,896","288,770",1,2022,Vice-Governor
Ilocos Region,ILOCOS NORTE,"RAMONES, MICHAEL RAMONES",1,PDPLBN,"8,254","288,770",0,2022,Vice-Governor
Ilocos Region,ILOCOS NORTE,"BUMANGLAG, SHERWIN IMPELIDO",1,PDR,"7,785","288,770",0,2022,Vice-Governor
Ilocos Region,ILOCOS NORTE,"BUTAY, ARLENE JOSEPHINE BAUTISTA",0,IND,"4,835","288,770",0,2022,Vice-Governor
Ilocos Region,ILOCOS NORTE,"FARIÑAS, RODOLFO CHRISTIAN III GERODIAS",1,PDPLBN,"90,259","525,356",1,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"LAZO, SAUL PAULO ALBANO",1,NP,"88,031","525,356",1,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"RESPICIO, FRANKLIN DANTE ABSING",1,NP,"83,423","525,356",1,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"NICOLAS, DONALD GUMARIT",1,NP,"81,633","525,356",1,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"SALENDA, PORTIA PAMELA RESPICIO",0,NP,"78,890","525,356",1,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"DE LA CUESTA, MODESTO MELVIN MALLA",1,PDPLBN,"60,262","525,356",0,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"PERALTA, JOHN ALDRICK SANTOS",1,NP,"23,963","525,356",0,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"PERUCHO, EMILIO GUILLERMO",1,IND,"18,895","525,356",0,2022,"1st District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"MEDINA, RAFAEL SALVADOR CHUA",1,NP,"88,094","487,442",1,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"GAOAT, MEDELDORF MANARPIIS",1,NP,"81,181","487,442",1,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"SANTOS, ALADINE TOPINIO",0,IND,"63,065","487,442",1,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"CRISOSTOMO, GIANCARLO ANGELO SAGUIGUIT",1,NP,"61,678","487,442",1,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"TORRALBA, JONATHAN OASAN",1,NP,"57,540","487,442",1,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"AGUINALDO, MACARTHUR ACOSTA",1,NP,"44,069","487,442",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"NALUPTA, JULIUS MARCUS CASTRO",1,IND,"39,932","487,442",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"QUITORAS, MARCELINO JR. MELCHOR",1,PDPLBN,"37,370","487,442",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"SISON, ANGELO RAHAM TOVERA",1,IND,"4,199","487,442",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"RAGUINDIN, MARK BARAYUGA",1,PDR,"3,225","487,442",0,2022,"2nd District, Provincial Council Member"
Ilocos Region,ILOCOS NORTE,"LOZANO, WALTER JOHN SR. ESTRADA",1,IND,"2,966","487,442",0,2022,"2nd District, Provincial Council Member"
