rid,city,candidate,gender,party,votes,total,won,year,position
Western Visayas,ILOILO,"GARIN, JANETTE LORETO",0,NUP,"148,558","177,946",1,2022,"1st District, House of Representatives"
Western Visayas,ILOILO,"TABAQUIRAO, VICTOR TABABA",1,PDPLBN,"29,388","177,946",0,2022,"1st District, House of Representatives"
Western Visayas,ILOILO,"HEREZO, DENNIS OLELE",1,NUP,"197,231","35,264",1,2022,"2nd District, House of Representatives"
Western Visayas,ILOILO,"GORRICETA, MICHAEL BARRIDO",1,NP,"155,133","35,264",0,2022,"2nd District, House of Representatives"
Western Visayas,ILOILO,"DEFENSOR, LORENZ RIVERA",1,NUP,"197,231","200,690",1,2022,"3rd District, House of Representatives"
Western Visayas,ILOILO,"ARTAZONA, EDUARDO PULITOD",1,IND,"3,459","200,690",0,2022,"3rd District, House of Representatives"
Western Visayas,ILOILO,"BIRON, FERJENEL GONZALES",1,NP,"145,714","188,219",1,2022,"4th District, House of Representatives"
Western Visayas,ILOILO,"PARCON, ANTONIO BAYONETA",1,IND,"31,942","188,219",0,2022,"4th District, House of Representatives"
Western Visayas,ILOILO,"GALENO, REYNALDO MANDRONEIRO",1,PFP,"10,563","188,219",0,2022,"4th District, House of Representatives"
Western Visayas,ILOILO,"TUPAS, RAUL CAUSING",1,NP,"173,031","248,335",1,2022,"5th District, House of Representatives"
Western Visayas,ILOILO,"TUPAS, NIEL JR. CAUSING",1,LP,"75,304","248,335",0,2022,"5th District, House of Representatives"
Western Visayas,CITY OF ILOILO,"BARONDA, JULIENNE LINAOGO",1,NUP,"147,834","235,113",1,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF ILOILO,"ESPINOSA, JOSE III SANSON",1,NP,"84,168","235,113",0,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF ILOILO,"ESPINOSA, PASCUAL JR. ROJAS",1,IND,"1,666","235,113",0,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF ILOILO,"BANTOLO, RUDY BANGCAYA",1,IND,"1,445","235,113",0,2022,"Lone District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"VALMAYOR, GERARDO JR. POMAR",1,NPC,"123,050","123,050",1,2022,"1st District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"MARAÑON, ALFREDO III DALISAY",1,NUP,"113,988","113,988",1,2022,"2nd District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"BENITEZ, JOSE FRANCISCO BANTUG",1,PDPLBN,"204,301","221,268",1,2022,"3rd District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"FERRARIS, BERNARD QUEVENCO",1,RP,"16,967","221,268",0,2022,"3rd District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"FERRER, JULIET MARIE DE LEON",0,NUP,"140,367","140,367",1,2022,"4th District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"YULO, EMILIO BERNARDINO LIM",1,IND,"118,558","217,961",1,2022,"5th District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"ARROYO, MA. LOURDES TUASON",0,LAKAS,"76,115","217,961",0,2022,"5th District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"JAVELOSA, ANTHONY VILLARUZ",1,IND,"23,288","217,961",0,2022,"5th District, House of Representatives"
Western Visayas,NEGROS OCCIDENTAL,"ALVAREZ, MERCEDES KHO",0,NPC,"165,848","165,848",1,2022,"6th District, House of Representatives"
Western Visayas,CITY OF BACOLOD,"GASATAYA, GREG GELVOSA",1,NPC,"185,470","268,267",1,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF BACOLOD,"ATAYDE, DANIEL ALFONSO NIETO",1,IND,"80,591","268,267",0,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF BACOLOD,"SAN MIGUEL, NARCISO ARREGLADO",1,PDDS,850,"268,267",0,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF BACOLOD,"GUSTILO, ROMY GAYO",1,IND,738,"268,267",0,2022,"Lone District, House of Representatives"
Western Visayas,CITY OF BACOLOD,"DAVID, WILFREDO FIGUEROA",1,IND,618,"268,267",0,2022,"Lone District, House of Representatives"
Central Visayas,BOHOL,"CHATTO, EDGARDO MIGRIÑO",1,NUP,"160,647","226,438",1,2022,"1st District, House of Representatives"
Central Visayas,BOHOL,"ONTONG, FABIO JR. JAMODIONG",1,NPC,"36,638","226,438",0,2022,"1st District, House of Representatives"
Central Visayas,BOHOL,"DE LA SERNA, MARYBELLE PAGUIA",0,IND,"29,153","226,438",0,2022,"1st District, House of Representatives"
Central Visayas,BOHOL,"AUMENTADO, MARIA VANESSA CADORNA",0,PRP,"138,266","243,022",1,2022,"2nd District, House of Representatives"
Central Visayas,BOHOL,"JUMAMOY, JOVANNA CHING",0,NUP,"92,728","243,022",0,2022,"2nd District, House of Representatives"
Central Visayas,BOHOL,"GARCIA, GERARDO CUTAMORA",1,PMP,"10,642","243,022",0,2022,"2nd District, House of Representatives"
Central Visayas,BOHOL,"MELENCION, RAMIL POCDOL",1,LAKAS,828,"243,022",0,2022,"2nd District, House of Representatives"
Central Visayas,BOHOL,"AUZA, MARCOS GONZALES",1,IND,558,"243,022",0,2022,"2nd District, House of Representatives"
Central Visayas,BOHOL,"TUTOR, KRISTINE ALEXIE BESAS",1,NP,"167,359","257,371",1,2022,"3rd District, House of Representatives"
Central Visayas,BOHOL,"LIM, MARIA KATRINA LIM",1,PDPLBN,"88,686","257,371",0,2022,"3rd District, House of Representatives"
Central Visayas,BOHOL,"CADORNIGA, ROGER SUMAYANG",1,WPP,"1,326","257,371",0,2022,"3rd District, House of Representatives"
Central Visayas,CEBU,"GULLAS, RHEA MAE AQUINO",0,NP,"288,131","288,131",1,2022,"1st District, House of Representatives"
Central Visayas,CEBU,"GALEOS, EDSEL AMATONG",1,PDPLBN,"73,122","141,357",1,2022,"2nd District, House of Representatives"
Central Visayas,CEBU,"SALVADOR, JOSE MARI DAAN",1,NUP,"66,999","141,357",0,2022,"2nd District, House of Representatives"
Central Visayas,CEBU,"GEGREMOSA, LEONY EMBUDO",1,PFP,"1,236","141,357",0,2022,"2nd District, House of Representatives"
Central Visayas,CEBU,"GARCIA, PABLO JOHN FIEL",1,NUP,"201,530","201,530",1,2022,"3rd District, House of Representatives"
Central Visayas,CEBU,"SALIMBANGON, JANICE ZAMORA",0,NUP,"163,913","268,156",1,2022,"4th District, House of Representatives"
Central Visayas,CEBU,"MARTINEZ, CELESTINO III ASAS",1,PPP,"102,020","268,156",0,2022,"4th District, House of Representatives"
Central Visayas,CEBU,"CARIAGA, SALVADOR BRAVO",1,IND,"2,223","268,156",0,2022,"4th District, House of Representatives"
Central Visayas,CEBU,"FRASCO, VINCENT FRANCO DOMINGO",1,NUP,"222,288","330,884",1,2022,"5th District, House of Representatives"
Central Visayas,CEBU,"DURANO, RAMON VI HOTCHKISS",1,PPP,"108,596","330,884",0,2022,"5th District, House of Representatives"
Central Visayas,CEBU,"LAGON, DAPHNE ARIAS",1,LAKAS,"82,443","110,214",1,2022,"6th District, House of Representatives"
Central Visayas,CEBU,"SITOY, MARTIN ADELINO MAXARLNIÑO SIOJO",1,PPP,"21,210","110,214",0,2022,"6th District, House of Representatives"
Central Visayas,CEBU,"SITOY, GUILERMO ANGCO",1,IND,"5,493","110,214",0,2022,"6th District, House of Representatives"
Central Visayas,CEBU,"TALABOC, RUBEN LLEGUE",1,PROMDI,643,"110,214",0,2022,"6th District, House of Representatives"
Central Visayas,CEBU,"MEDROZO, JAYDAR ANTIDO",1,IND,425,"110,214",0,2022,"6th District, House of Representatives"
Central Visayas,CEBU,"CALDERON, PETER JOHN DURANO",1,NPC,"94,715","94,715",1,2022,"7th District, House of Representatives"
Central Visayas,CITY OF CEBU,"DEL MAR, RACHEL MARGUERITE BORROMEO",0,NPC,"117,512","255,497",1,2022,"1st District, House of Representatives"
Central Visayas,CITY OF CEBU,"MABATID, PRISCA NIÑA OMPOC",0,PDPLBN,"64,447","255,497",0,2022,"1st District, House of Representatives"
Central Visayas,CITY OF CEBU,"YAP, RICHARD EDISON UY",1,NUP,"52,982","255,497",0,2022,"1st District, House of Representatives"
Central Visayas,CITY OF CEBU,"PIRAMIDE, AVENESCIO AMPONG",1,LAKAS,"18,627","255,497",0,2022,"1st District, House of Representatives"
Central Visayas,CITY OF CEBU,"MOMONGAN, MANUEL MASKARIÑO",1,IND,"1,929","255,497",0,2022,"1st District, House of Representatives"
Central Visayas,CITY OF CEBU,"RAMA, EDUARDO JR. ROA",1,PDPLBN,"168,476","309,552",1,2022,"2nd District, House of Representatives"
Central Visayas,CITY OF CEBU,"ABELLANOSA, BG RODRIGO LOQUERO",1,LDP,"141,076","309,552",0,2022,"2nd District, House of Representatives"
Central Visayas,CITY OF CEBU,"CHAN, MA. CYNTHIA KING",0,PDPLBN,"147,631","199,045",1,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF LAPU-LAPU,"DIGNOS, MICHAEL MOSQUERA",1,LAKAS,"38,844","199,045",0,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF LAPU-LAPU,"DEGOLLACION, MANUEL JR. TUMULAK",1,PDDS,"6,929","199,045",0,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF LAPU-LAPU,"DEMEGILLO, CHEZIE KANGLEON",1,LP,"3,283","199,045",0,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF LAPU-LAPU,"TAMPUS, GENARO BERING",1,IND,"1,562","199,045",0,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF LAPU-LAPU,"DORONIO, PABLO JR. QUIÑONES",1,PLM,796,"199,045",0,2022,"Lone District, House of Representatives"
Central Visayas,CITY OF MANDAUE,"OUANO-DIZON, EMMARIE MABANAG",0,PDPLBN,"153,004","153,004",1,2022,"Lone District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"LIMKAICHONG, JOCELYN SY",0,LP,"143,849","143,849",1,2022,"1st District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"SAGARBARRIA, MANUEL TEVES",1,NPC,"160,262","264,110",1,2022,"2nd District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"ARNAIZ, GEORGE PLANTO",1,LAKAS,"103,848","264,110",0,2022,"2nd District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"TEVES, ARNOLFO JR. ALIPIT",1,NPC,"91,482","186,724",1,2022,"3rd District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"LOPEZ, REYNALDO PALARPALAR",1,NP,"87,684","186,724",0,2022,"3rd District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"ESTRELLA, JOAN BASILISCO",0,PROMDI,"4,779","186,724",0,2022,"3rd District, House of Representatives"
Central Visayas,NEGROS ORIENTAL,"ESTRELLA, JOCELYN CAMPASAS SIQUIJOR",0,IND,"2,779","186,724",0,2022,"3rd District, House of Representatives"
Central Visayas,SIQUIJOR,"VILLA, ZALDY SAMSON",1,PDPLBN,"33,989","63,133",1,2022,"Lone District, House of Representatives"
Central Visayas,SIQUIJOR,"FUA, ORLANDO JR. ANOOS",1,AKSYON,"26,722","63,133",0,2022,"Lone District, House of Representatives"
Central Visayas,SIQUIJOR,"GANHINHIN, GUIDO APIAG",1,IND,"1,660","63,133",0,2022,"Lone District, House of Representatives"
Central Visayas,SIQUIJOR,"LOPES DE ANDRADE, JOY ABE",0,IND,474,"63,133",0,2022,"Lone District, House of Representatives"
Central Visayas,SIQUIJOR,"DEMETILLO, ARMIN VICOY",1,PROMDI,310,"63,133",0,2022,"Lone District, House of Representatives"
Eastern Visayas,BILIRAN,"ESPINA, GERARDO JR. JIMENEZ",1,LAKAS,"74,502","74,502",1,2022,"Lone District, House of Representatives"
Eastern Visayas,EASTERN SAMAR,"ABUNDA, MARIA FE ROMERICA",0,PDPLBN,"220,111","232,704",1,2022,"Lone District, House of Representatives"
Eastern Visayas,EASTERN SAMAR,"PADEL, FEBIDA LARIOQUE",0,IND,"12,593","232,704",0,2022,"Lone District, House of Representatives"
Eastern Visayas,LEYTE,"ROMUALDEZ, FERDINAND MARTIN GOMEZ",1,LAKAS,"181,415","181,415",1,2022,"1st District, House of Representatives"
Eastern Visayas,LEYTE,"JAVIER, LOLITA TAÑALA",0,NP,"151,617","213,404",1,2022,"2nd District, House of Representatives"
Eastern Visayas,LEYTE,"ONG, HENRY CAÑEGA",1,PDPLBN,"54,343","213,404",0,2022,"2nd District, House of Representatives"
Eastern Visayas,LEYTE,"HIDALGO, ALBERTO NARIDO",1,IND,"5,215","213,404",0,2022,"2nd District, House of Representatives"
Eastern Visayas,LEYTE,"BABANTE, RONALD DOMINIC BARQUIN",1,PFP,"2,229","213,404",0,2022,"2nd District, House of Representatives"
Eastern Visayas,LEYTE,"TUAZON, ANNA VICTORIA VELOSO",0,NUP,"53,457","53,457",1,2022,"3rd District, House of Representatives"
Eastern Visayas,LEYTE,"GOMEZ, RICHARD ICASIANO",1,PDPLBN,"148,941","266,853",1,2022,"4th District, House of Representatives"
Eastern Visayas,LEYTE,"LARRAZABAL, GREGORIO YRASTORZA",1,IND,"117,912","266,853",0,2022,"4th District, House of Representatives"
Eastern Visayas,LEYTE,"CARI, CARL NICOLAS CELLONA",1,PDPLBN,"172,023","172,023",1,2022,"5th District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"DAZA, PAUL RUIZ",1,NUP,"107,510","182,992",1,2022,"1st District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"JUMAMIL, TEODORO MONDIGO",1,PRP,"51,804","182,992",0,2022,"1st District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"VICARIO, PASCASIO JOSHUA MARIA III HO",1,PDPLBN,"21,348","182,992",0,2022,"1st District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"SOSING, ESTEBAN ESPINOLA",1,IND,"1,166","182,992",0,2022,"1st District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"UNAY, ESSIE SEVILLANO",1,IND,"1,164","182,992",0,2022,"1st District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"ONGCHUAN, HARRIS CHRISTOPHER MENDOZA",1,NUP,"93,488","109,171",1,2022,"2nd District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"LUCERO, GEORGE PELITO",1,IND,"11,565","109,171",0,2022,"2nd District, House of Representatives"
Eastern Visayas,NORTHERN SAMAR,"SIERVO, LETICIA MORALES",0,PROMDI,"4,118","109,171",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SAMAR,"TAN, STEPHEN JAMES TEE",1,NP,"132,436","227,997",1,2022,"1st District, House of Representatives"
Eastern Visayas,SAMAR,"SARMIENTO, EDGAR MARY SEVILLA",1,NUP,"92,561","227,997",0,2022,"1st District, House of Representatives"
Eastern Visayas,SAMAR,"TAN, REYNOLDS MICHAEL TEE",1,NP,"161,825","244,415",1,2022,"2nd District, House of Representatives"
Eastern Visayas,SAMAR,"ABEJUELA, ALVIN DE VEYRA",1,NUP,"82,590","244,415",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"MERCADO, LUZ VERANO",0,NUP,"74,693","84,787",1,2022,"1st District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"GERALDO, VICENTE ALVAREZ",1,IND,"10,094","84,787",0,2022,"1st District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"YAP, CHRISTOPHERSON MACABATA",1,PDPLBN,"63,979","112,764",1,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"FERNANDEZ, FLORENTINO JR. SINGSON",1,ABAG PROMDI,"39,246","112,764",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"CUATON, ALEXANDER LIM",1,PFP,"4,340","112,764",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"BARCELON, VICK MAIZ",1,IND,"3,739","112,764",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"MAUPOY, RAY WALES",1,IND,914,"112,764",0,2022,"2nd District, House of Representatives"
Eastern Visayas,SOUTHERN LEYTE,"CATURAN, MIGUELINO LANIC",1,IND,546,"112,764",0,2022,"2nd District, House of Representatives"
Northern Mindanao,BUKIDNON,"ALBA, JOSE MANUEL FALQUEZA",1,BPP,"90,190","152,927",1,2022,"1st District, House of Representatives"
Northern Mindanao,BUKIDNON,"ACOSTA, JUAN ROMEO NEREUS OLAIVAR",1,IND,"61,508","152,927",0,2022,"1st District, House of Representatives"
Northern Mindanao,BUKIDNON,"ELIGAN, ANDRES JR. ALMADEN",1,WPP,"1,229","152,927",0,2022,"1st District, House of Representatives"
Northern Mindanao,BUKIDNON,"FLORES, JONATHAN KEITH TELLO",1,NP,"118,031","188,223",1,2022,"2nd District, House of Representatives"
Northern Mindanao,BUKIDNON,"MACAS, RICHARD DINLAYAN",1,BPP,"70,192","188,223",0,2022,"2nd District, House of Representatives"
Northern Mindanao,BUKIDNON,"ZUBIRI, JOSE MARIA JR. RUBIN",1,BPP,"128,887","224,166",1,2022,"3rd District, House of Representatives"
Northern Mindanao,BUKIDNON,"AYON, ARLYN PONDOC",1,PRP,"92,857","224,166",0,2022,"3rd District, House of Representatives"
Northern Mindanao,BUKIDNON,"PAÑA, GEORGE EBONDAS",1,IND,"1,024","224,166",0,2022,"3rd District, House of Representatives"
Northern Mindanao,BUKIDNON,"CABARABAN, REY BALAGOT",1,WPP,766,"224,166",0,2022,"3rd District, House of Representatives"
Northern Mindanao,BUKIDNON,"RAMILO, ALBERTO CALAPATI",1,PFP,632,"224,166",0,2022,"3rd District, House of Representatives"
Northern Mindanao,BUKIDNON,"ROQUE, LAARNI LAVIN",1,NP,"95,837","142,834",1,2022,"4th District, House of Representatives"
Northern Mindanao,BUKIDNON,"GARCIA, OLIVER OWEN LEANILLO",1,BPP,"46,997","142,834",0,2022,"4th District, House of Representatives"
Northern Mindanao,CAMIGUIN,"ROMUALDO, JURDIN JESUS MODINA",1,PDPLBN,"33,079","53,539",1,2022,"Lone District, House of Representatives"
Northern Mindanao,CAMIGUIN,"MABALE, HOMER AYUBAN",1,IND,"16,757","53,539",0,2022,"Lone District, House of Representatives"
Northern Mindanao,CAMIGUIN,"EBCAS, ADRIANO AÑASCO",1,IND,"3,703","53,539",0,2022,"Lone District, House of Representatives"
Northern Mindanao,LANAO DEL NORTE,"DIMAPORO, MOHAMAD KHALID QUIBRANZA",1,PDPLBN,"108,498","123,475",1,2022,"1st District, House of Representatives"
Northern Mindanao,LANAO DEL NORTE,"ABBAS, OSOP JOE PALAGAWAD",1,PFP,"14,977","123,475",0,2022,"1st District, House of Representatives"
Northern Mindanao,LANAO DEL NORTE,"DIMAPORO, SITTIE AMINA QUIBRANZA",0,LAKAS,"138,910","152,411",1,2022,"2nd District, House of Representatives"
Northern Mindanao,LANAO DEL NORTE,"RINIBATAN, ELIAS IBRAHIM",1,PFP,"13,501","152,411",0,2022,"2nd District, House of Representatives"
Northern Mindanao,CITY OF ILIGAN,"REGENCIA, CELSO GOMERA",1,PDPLBN,"75,426","145,698",1,2022,"Lone District, House of Representatives"
Northern Mindanao,CITY OF ILIGAN,"BELMONTE, VICENTE JR. FLORENDO",1,NUP,"70,272","145,698",0,2022,"Lone District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"ALMONTE, JASON PAREDES",1,PDPLBN,"93,732","160,683",1,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"TY, DIEGO CACHO",1,NUP,"66,241","160,683",0,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"YAP, REYNOLD PACTORES",1,PFP,710,"160,683",0,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"OAMINAL, SANCHO FERNANDO FUENTES",1,NP,"143,250","188,206",1,2022,"2nd District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"TAN, JENNIFER WEE",0,LDP,"44,077","188,206",0,2022,"2nd District, House of Representatives"
Northern Mindanao,MISAMIS OCCIDENTAL,"JIMENEZ, LORELEI RHONA CONOL",0,PFP,879,"188,206",0,2022,"2nd District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"UNABIA, CHRISTIAN SIVILA",1,LAKAS,"114,936","225,181",1,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"LAGBAS, JENNIFER ARTADI",0,NUP,"105,875","225,181",0,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"KHU, JERRY VALENCIA",1,KANP,"4,370","225,181",0,2022,"1st District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"EMANO, YEVGENY VICENTE BEJA",1,PADAYN,"166,374","295,460",1,2022,"2nd District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"UY, JULIO TADOY",1,NUP,"127,292","295,460",0,2022,"2nd District, House of Representatives"
Northern Mindanao,MISAMIS ORIENTAL,"MEHILA, MYLENE EDURIA",0,IND,"1,794","295,460",0,2022,"2nd District, House of Representatives"
Northern Mindanao,CITY OF CAGAYAN DE ORO,"SUAN, LORDAN GUALBERTO",1,PADAYN,"76,832","142,006",1,2022,"1st District, House of Representatives"
Northern Mindanao,CITY OF CAGAYAN DE ORO,"UY, RAINEIR JOAQUIN VELEZ",1,NUP,"63,567","142,006",0,2022,"1st District, House of Representatives"
Northern Mindanao,CITY OF CAGAYAN DE ORO,"MORA, TITO NOEL ALDEA",1,BVNP,"1,607","142,006",0,2022,"1st District, House of Representatives"
Northern Mindanao,CITY OF CAGAYAN DE ORO,"RODRIGUEZ, RUFUS BAUTISTA",1,CDP,"128,134","151,499",1,2022,"2nd District, House of Representatives"
Northern Mindanao,CITY OF CAGAYAN DE ORO,"FLORO, IRENE LA VICTORIA",0,PRP,"23,365","151,499",0,2022,"2nd District, House of Representatives"
Davao Region,DAVAO DE ORO,"ZAMORA, MARIA CARMEN SOLAMILLO",0,HNP,"104,779","193,540",1,2022,"1st District, House of Representatives"
Davao Region,DAVAO DE ORO,"GENTUGAYA, JOANNA AILEEN ANG",0,PDPLBN,"82,898","193,540",0,2022,"1st District, House of Representatives"
Davao Region,DAVAO DE ORO,"ATAMOSA, NENA GONAYA",0,IND,"5,863","193,540",0,2022,"1st District, House of Representatives"
Davao Region,DAVAO DE ORO,"GONZAGA, RUWEL PETER SAMBAS",1,PDPLBN,"136,379","225,767",1,2022,"2nd District, House of Representatives"
Davao Region,DAVAO DE ORO,"CABALLERO, JOSE RUFO",1,HNP,"89,388","225,767",0,2022,"2nd District, House of Representatives"
Davao Region,DAVAO DEL NORTE,"ALVAREZ, PANTALEON DIAZ",1,PDR,"143,057","252,346",1,2022,"1st District, House of Representatives"
Davao Region,DAVAO DEL NORTE,"AALA, TRISTAN ROYCE RAFOL",1,HNP,"107,156","252,346",0,2022,"1st District, House of Representatives"
Davao Region,DAVAO DEL NORTE,"ROFALES, RONELO MARISCAL",1,IND,"2,133","252,346",0,2022,"1st District, House of Representatives"
Davao Region,DAVAO DEL NORTE,"DUJALI, ALAN RUALES",1,HNP,"166,750","264,737",1,2022,"2nd District, House of Representatives"
Davao Region,DAVAO DEL NORTE,"RELAMPAGOS, JANRIS JAY GENTILES",1,PDR,"97,987","264,737",0,2022,"2nd District, House of Representatives"
Davao Region,DAVAO DEL SUR,"CAGAS, JOHN TRACY FORTICH",1,NP,"214,741","317,183",1,2022,"Lone District, House of Representatives"
Davao Region,DAVAO DEL SUR,"LLANOS, ERWIN SORIANO",1,HNP,"85,109","317,183",0,2022,"Lone District, House of Representatives"
Davao Region,DAVAO DEL SUR,"ALMENDRAS, WILHELMINA KING",0,IND,"13,927","317,183",0,2022,"Lone District, House of Representatives"
Davao Region,DAVAO DEL SUR,"AGBON, BRANDO LLIREN",1,IND,"3,406","317,183",0,2022,"Lone District, House of Representatives"
Davao Region,CITY OF DAVAO,"DUTERTE, PAOLO ZIMMERMAN",1,HNP,"224,008","241,037",1,2022,"1st District, House of Representatives"
Davao Region,CITY OF DAVAO,"MAGLANA, MARIA VICTORIA ZAFRA",0,IND,"14,914","241,037",0,2022,"1st District, House of Representatives"
Davao Region,CITY OF DAVAO,"KANAN, JAMAL RANON",1,IND,"1,432","241,037",0,2022,"1st District, House of Representatives"
Davao Region,CITY OF DAVAO,"MANTAWEL, JOVANIE CADAO",0,IND,683,"241,037",0,2022,"1st District, House of Representatives"
Davao Region,CITY OF DAVAO,"GARCIA, VINCENT DE JOYA",1,HNP,"159,702","235,913",1,2022,"2nd District, House of Representatives"
Davao Region,CITY OF DAVAO,"DAYANGHIRANG, DANILO CASTILLO",1,HTL,"73,796","235,913",0,2022,"2nd District, House of Representatives"
Davao Region,CITY OF DAVAO,"DULONG, ALBERTO DAGAL",1,IND,"2,415","235,913",0,2022,"2nd District, House of Representatives"
Davao Region,CITY OF DAVAO,"UNGAB, ISIDRO TOM",1,HNP,"180,286","184,329",1,2022,"3rd District, House of Representatives"
Davao Region,CITY OF DAVAO,"INDONILLA, ABUNDIO MEDEZ",1,IND,"4,043","184,329",0,2022,"3rd District, House of Representatives"
Davao Region,DAVAO OCCIDENTAL,"BAUTISTA, CLAUDE PERALTA",0,HNP,"106,637","106,637",1,2022,"Lone District, House of Representatives"
Davao Region,DAVAO ORIENTAL,"DAYANGHIRANG, NELSON LECHONCITO",1,NP,"95,035","95,035",1,2022,"1st District, House of Representatives"
Davao Region,DAVAO ORIENTAL,"ALMARIO, CHEENO MIGUEL DIEZ",1,PDPLBN,"110,892","189,797",1,2022,"2nd District, House of Representatives"
Davao Region,DAVAO ORIENTAL,"RABAT, LOUIS PHILIPPE NAKPIL",1,NP,"78,905","189,797",0,2022,"2nd District, House of Representatives"
SOCCSKSARGEN,COTABATO,"SACDALAN, JOSELITO SANTIAGO",1,PDPLBN,"150,275","167,654",1,2022,"1st District, House of Representatives"
SOCCSKSARGEN,COTABATO,"DELA PEÑA, ARTURO DELA CERNA",1,PROMDI,"10,383","167,654",0,2022,"1st District, House of Representatives"
SOCCSKSARGEN,COTABATO,"DILANGALEN, ABDULBASSIT HAMZAH",1,IND,"6,996","167,654",0,2022,"1st District, House of Representatives"
SOCCSKSARGEN,COTABATO,"CAOAGDAN, RUDY SANTOS",1,NP,"170,262","176,612",1,2022,"2nd District, House of Representatives"
SOCCSKSARGEN,COTABATO,"LABOG, KIER GUIAMAN",1,IND,"6,350","176,612",0,2022,"2nd District, House of Representatives"
SOCCSKSARGEN,COTABATO,"SANTOS, MA. ALANA SAMANTHA TALIÑO",0,LAKAS,"119,079","203,961",1,2022,"3rd District, House of Representatives"
SOCCSKSARGEN,COTABATO,"TEJADA, NELDA OCTAVO",0,PDPLBN,"69,697","203,961",0,2022,"3rd District, House of Representatives"
SOCCSKSARGEN,COTABATO,"ROLDAN, RENE ABANG",1,IND,"15,185","203,961",0,2022,"3rd District, House of Representatives"
SOCCSKSARGEN,SARANGANI,"SOLON, STEVE CHIONGBIAN",1,PCM,"204,076","220,910",1,2022,"Lone District, House of Representatives"
SOCCSKSARGEN,SARANGANI,"DANGANE, WILLIE MAROHOMSAR",1,PPM,"16,834","220,910",0,2022,"Lone District, House of Representatives"
SOCCSKSARGEN,SOUTH COTABATO,"LUMAYAG, ISIDRO DABANDAN",1,PFP,"80,501","136,554",1,2022,"1st District, House of Representatives"
SOCCSKSARGEN,SOUTH COTABATO,"NOGRALES, DANNY BUENAFE",1,PDPLBN,"56,053","136,554",0,2022,"1st District, House of Representatives"
SOCCSKSARGEN,SOUTH COTABATO,"MIGUEL, PETER BASCON",1,PFP,"177,851","329,623",1,2022,"2nd District, House of Representatives"
